district,N,P,K,OC,pH,EC,S,Fe,Zn,Cu,B,Mn,temperature,humidity,crop,Soil_Type,Yield_tons_per_hectare
Thiruvarur,0,0,0,10,6.83,0,48,48,49,36,49,47,27,74,Rice,Peaty Soil,1.92
Thiruvarur,0,0,0,7,7.62,0,43,41,40,46,48,38,35,73,Sugarcane,Loamy,22.02
Thiruvarur,0,0,4,0,6.78,0,45,46,45,53,41,45,35,46,Sugarcane,Clay,20.6
Thiruvarur,3,1,5,8,6.94,0,46,41,36,37,37,54,29,68,Sugarcane,Sandy,25.17
Thiruvarur,1,0,0,10,7.83,0,48,47,41,46,53,45,27,76,Rice,Red Soil,1.66
Thiruvarur,0,0,7,6,7.32,8,59,52,46,50,43,38,34,56,Mango,Black Soil,3.13
Thiruvarur,8,0,0,8,8.36,10,42,49,48,40,48,54,31,53,Coconut,Alluvial Soil,2.05
Thiruvarur,0,0,6,0,7.53,3,48,39,44,54,42,37,32,45,Groundnut,Laterite Soil,0.5
Thiruvarur,0,0,0,10,8.22,9,43,41,54,42,45,47,32,70,Mango,Peaty Soil,3.02
Tiruchirappalli,0,0,1,3,7.37,6,46,90,96,100,96,100,35,54,Mango,Loamy,3.28
Tiruchirappalli,6,0,6,0,7.03,1,49,100,100,91,94,91,27,80,Mango,Clay,2.78
Tiruchirappalli,6,0,0,0,7.12,0,48,100,100,100,92,100,30,55,Coconut,Sandy,2.55
Tiruchirappalli,6,1,0,8,7.7,4,52,100,100,100,96,92,30,51,Mango,Red Soil,3.23
Tiruchirappalli,0,0,0,6,7.67,10,36,100,93,100,100,100,32,52,Guava,Black Soil,4.1
Tiruchirappalli,0,0,0,4,7.71,8,39,92,90,100,97,95,35,77,Mango,Alluvial Soil,2.93
Tiruchirappalli,5,1,0,9,7.89,0,36,100,100,90,100,100,35,49,Coconut,Laterite Soil,1.96
Tiruchirappalli,0,0,7,0,8.2,1,42,94,97,100,100,97,33,45,Maize,Peaty Soil,0.95
Tiruchirappalli,0,2,0,0,7.64,2,34,98,99,100,93,100,29,66,Guava,Loamy,4.54
Tiruchirappalli,0,2,0,4,6.91,1,39,99,100,100,91,91,32,65,Guava,Clay,4.26
Tiruchirappalli,5,0,0,9,8.09,2,40,100,90,100,95,100,31,65,Sugarcane,Sandy,25.05
Tiruchirappalli,9,0,8,4,7.92,0,46,96,90,100,98,100,28,59,Rice,Red Soil,2.07
Tiruchirappalli,7,8,5,10,7.75,0,39,100,94,100,100,94,29,65,Rice,Black Soil,2.01
Tiruchirappalli,2,0,0,8,7.5,0,35,99,100,100,100,98,31,57,Maize,Alluvial Soil,1.41
Tiruchirappalli,0,0,5,0,8.45,0,49,100,98,98,96,98,35,68,Millet,Laterite Soil,0.5
Tiruchirappalli,3,0,0,8,6.83,0,47,90,100,100,100,100,34,56,Guava,Peaty Soil,3.95
Tiruchirappalli,3,0,7,0,7.45,0,36,96,98,99,100,92,29,66,Rice,Loamy,2.15
Tiruchirappalli,0,2,8,2,6.76,0,34,93,100,97,100,100,34,48,Coconut,Clay,2.06
Tiruchirappalli,4,5,6,0,6.98,2,43,98,90,93,100,94,32,56,Mango,Sandy,3.52
Tiruchirappalli,0,0,0,0,7.97,6,50,94,100,91,100,97,31,71,Maize,Red Soil,1.17
Tiruchirappalli,0,7,0,2,8.11,2,54,96,94,100,93,95,31,58,Groundnut,Black Soil,0.5
Tiruchirappalli,1,0,0,0,7.58,0,52,90,100,93,90,92,25,69,Sugarcane,Alluvial Soil,24.96
Tiruchirappalli,9,0,9,5,6.58,0,40,93,100,94,98,99,32,56,Mango,Laterite Soil,3.55
Tiruchirappalli,0,0,8,7,7.41,0,43,100,100,100,100,100,24,50,Rice,Peaty Soil,1.59
Tiruchirappalli,5,4,0,0,7.59,6,35,96,92,100,91,100,34,55,Coconut,Loamy,2.14
Tiruchirappalli,0,0,10,0,6.89,7,36,99,100,98,92,98,28,46,Rice,Clay,1.97
Tiruchirappalli,3,0,0,2,7.14,3,41,90,96,100,100,100,34,71,Millet,Sandy,0.55
Tiruchirappalli,6,0,0,4,7.6,0,54,98,100,93,100,98,31,59,Guava,Red Soil,4.45
Tiruchirappalli,7,0,1,5,7.32,0,53,99,100,100,100,100,32,62,Guava,Black Soil,4.43
Tiruchirappalli,0,8,2,6,6.74,8,49,94,100,100,100,100,27,51,Guava,Alluvial Soil,4.42
Tiruchirappalli,0,0,1,0,7.0,2,42,100,90,100,92,100,35,77,Coconut,Laterite Soil,2.03
Tiruchirappalli,5,2,0,7,7.43,0,37,98,100,100,95,95,31,75,Sugarcane,Peaty Soil,25.86
Tiruchirappalli,0,4,10,0,7.6,10,41,95,100,100,100,94,30,48,Maize,Loamy,1.23
Tiruchirappalli,2,9,9,0,7.32,7,45,100,90,90,100,94,30,76,Mango,Clay,3.03
Tiruchirappalli,0,3,0,0,7.13,0,34,100,97,100,100,100,27,47,Millet,Sandy,0.64
Tiruchirappalli,0,0,10,1,6.99,9,45,98,91,90,100,100,27,74,Coconut,Red Soil,1.95
Tiruchirappalli,5,0,0,4,8.37,6,48,94,91,100,96,97,32,76,Millet,Black Soil,0.5
Tiruchirappalli,7,0,0,5,6.67,0,40,100,95,100,97,100,30,54,Coconut,Alluvial Soil,2.06
Tiruchirappalli,5,9,6,0,6.82,5,36,100,100,100,100,91,35,66,Sugarcane,Laterite Soil,24.65
Tiruchirappalli,0,6,0,4,7.29,8,54,94,100,100,98,91,29,72,Maize,Peaty Soil,1.37
Tiruchirappalli,5,1,7,1,7.56,5,52,100,98,100,100,100,26,77,Sugarcane,Loamy,20.69
Tiruchirappalli,0,0,5,9,7.68,6,40,96,98,100,100,100,35,54,Millet,Clay,0.57
Tiruchirappalli,0,7,3,0,6.99,0,50,100,91,100,100,94,30,50,Millet,Sandy,0.69
Tiruchirappalli,2,0,3,2,7.52,2,46,100,100,91,100,93,35,49,Mango,Red Soil,3.28
Tiruchirappalli,0,8,0,7,8.13,0,49,92,100,100,100,100,33,79,Maize,Black Soil,1.07
Tiruchirappalli,2,4,8,3,6.89,7,37,100,100,92,92,91,34,65,Groundnut,Alluvial Soil,0.51
Tiruchirappalli,0,0,6,0,8.41,0,39,100,100,98,98,100,31,76,Guava,Laterite Soil,3.58
Tiruchirappalli,0,0,6,0,7.61,0,47,100,94,100,100,97,34,64,Rice,Peaty Soil,1.75
Tiruchirappalli,3,4,5,0,7.07,0,38,91,93,90,100,99,27,73,Maize,Loamy,1.14
Tiruchirappalli,0,8,0,0,8.2,9,39,99,98,100,100,100,27,48,Groundnut,Clay,0.5
Tiruchirappalli,0,0,0,9,8.31,10,45,100,93,97,100,100,29,73,Groundnut,Sandy,0.5
Tiruchirappalli,0,4,0,10,8.15,10,38,100,96,100,100,96,24,75,Groundnut,Red Soil,0.5
Tiruchirappalli,5,0,2,3,8.05,10,41,100,100,100,92,90,35,54,Rice,Black Soil,1.84
Tiruchirappalli,0,3,0,1,7.04,10,40,100,100,98,100,100,28,52,Groundnut,Alluvial Soil,0.57
Tiruchirappalli,9,4,2,6,6.56,2,39,100,94,92,100,94,34,68,Mango,Laterite Soil,2.96
Tiruchirappalli,8,0,0,6,7.44,0,49,98,100,95,98,100,28,73,Guava,Peaty Soil,4.34
Tiruchirappalli,0,9,0,0,7.43,5,50,100,100,100,97,100,35,49,Millet,Loamy,0.55
Tiruchirappalli,3,0,9,0,7.68,0,53,95,96,99,93,97,33,62,Rice,Clay,2.05
Tiruchirappalli,0,0,0,9,7.08,10,45,99,92,99,100,90,35,47,Maize,Sandy,1.24
Tiruchirappalli,2,10,0,7,7.69,0,52,90,98,100,93,100,33,75,Coconut,Red Soil,1.95
Tiruchirappalli,0,3,3,0,8.16,0,44,92,95,100,99,100,30,79,Mango,Black Soil,3.1
Tiruchirappalli,4,0,0,0,7.12,2,53,94,100,100,93,97,24,69,Coconut,Alluvial Soil,2.15
Tiruchirappalli,1,4,6,0,6.54,10,44,100,99,100,100,97,24,52,Coconut,Laterite Soil,1.79
Tiruchirappalli,1,0,0,0,6.83,10,50,97,100,100,100,100,32,60,Guava,Peaty Soil,5.14
Coimbatore,13,17,15,9,6.52,6,92,28,24,18,26,26,24,69,Groundnut,Loamy,0.5
Coimbatore,14,13,8,22,8.15,20,80,26,23,10,11,28,31,51,Millet,Clay,0.58
Coimbatore,19,6,15,16,8.37,9,74,22,10,16,13,24,31,49,Guava,Sandy,3.56
Coimbatore,18,22,15,17,7.47,17,82,17,16,24,10,25,27,70,Millet,Red Soil,0.59
Coimbatore,8,17,5,5,7.88,11,76,30,11,28,13,19,28,63,Groundnut,Black Soil,0.53
Coimbatore,20,24,20,13,8.42,21,86,10,24,11,19,17,34,73,Coconut,Alluvial Soil,1.77
Coimbatore,8,21,18,13,6.74,8,84,10,23,17,16,17,34,72,Groundnut,Laterite Soil,0.51
Coimbatore,20,7,8,19,7.06,10,88,26,18,12,24,25,27,52,Millet,Peaty Soil,0.67
Coimbatore,7,12,25,12,6.98,13,89,17,19,26,13,21,27,56,Guava,Loamy,4.46
Coimbatore,12,13,22,9,7.51,23,82,23,17,27,27,27,35,65,Millet,Clay,0.66
Coimbatore,15,5,24,25,6.85,10,89,23,17,29,24,30,31,54,Sugarcane,Sandy,29.58
Coimbatore,24,10,14,16,7.93,6,77,23,12,20,27,13,25,72,Maize,Red Soil,0.97
Coimbatore,21,12,13,23,7.84,16,79,20,14,23,29,26,27,64,Mango,Black Soil,3.37
Coimbatore,10,8,16,25,7.52,19,82,28,29,14,23,15,24,72,Rice,Alluvial Soil,1.79
Coimbatore,9,7,18,21,7.45,16,81,18,28,27,13,20,28,78,Maize,Laterite Soil,1.13
Coimbatore,6,11,22,10,7.82,23,80,25,19,30,29,29,27,75,Coconut,Peaty Soil,1.79
Coimbatore,11,17,18,12,7.36,23,75,13,14,14,18,29,30,72,Rice,Loamy,1.82
Coimbatore,7,24,15,13,7.94,20,73,12,26,11,11,16,27,73,Guava,Clay,3.44
Coimbatore,12,9,17,14,7.96,8,91,18,15,11,16,29,26,75,Guava,Sandy,3.56
Coimbatore,24,7,9,20,7.7,9,90,11,27,12,28,25,28,58,Mango,Red Soil,3.85
Coimbatore,10,8,17,16,8.37,22,85,22,25,14,19,25,32,48,Rice,Black Soil,1.59
Coimbatore,23,19,5,10,7.54,16,82,30,10,10,20,12,30,74,Sugarcane,Alluvial Soil,22.76
Coimbatore,25,21,7,19,7.34,14,90,16,29,29,10,25,28,48,Maize,Laterite Soil,1.11
Coimbatore,5,25,8,14,7.53,15,87,18,17,14,19,14,30,68,Millet,Peaty Soil,0.63
Coimbatore,13,23,15,15,8.49,6,80,14,16,11,13,23,32,75,Rice,Loamy,1.69
Coimbatore,23,8,7,10,8.39,12,72,19,19,25,20,30,34,61,Sugarcane,Clay,21.43
Coimbatore,10,11,11,19,7.82,6,88,23,20,22,29,15,25,66,Mango,Sandy,3.02
Coimbatore,19,8,11,9,6.89,20,88,27,26,16,19,23,28,45,Guava,Red Soil,4.31
Coimbatore,16,21,11,15,8.04,25,75,24,17,20,25,26,26,63,Millet,Black Soil,0.64
Coimbatore,24,12,18,16,8.08,11,90,28,14,27,28,27,34,47,Mango,Alluvial Soil,2.95
Coimbatore,19,18,10,20,7.36,9,79,25,29,11,18,30,30,61,Maize,Laterite Soil,1.33
Coimbatore,8,8,12,5,6.87,5,75,16,15,22,22,10,34,65,Coconut,Peaty Soil,2.08
Coimbatore,8,13,25,6,8.31,10,86,12,29,26,18,10,30,75,Mango,Loamy,3.2
Coimbatore,15,18,25,20,6.91,10,90,14,10,16,30,14,29,55,Guava,Clay,4.73
Coimbatore,25,16,19,22,6.88,25,92,26,30,30,10,17,31,61,Millet,Sandy,0.78
Coimbatore,23,19,14,7,8.19,5,74,29,20,25,30,11,32,55,Sugarcane,Red Soil,23.01
Coimbatore,17,24,21,14,7.5,19,89,23,26,29,26,27,29,69,Mango,Black Soil,3.23
Coimbatore,16,9,5,11,7.02,19,74,26,11,26,16,19,31,73,Sugarcane,Alluvial Soil,26.92
Coimbatore,21,13,22,12,7.89,8,74,22,15,13,19,10,35,73,Guava,Laterite Soil,3.47
Coimbatore,24,25,21,13,6.5,16,85,21,27,18,20,18,25,79,Mango,Peaty Soil,2.51
Coimbatore,16,22,19,17,8.0,13,72,18,22,24,13,29,25,57,Millet,Loamy,0.6
Coimbatore,10,12,25,15,7.21,7,82,16,30,16,10,22,27,69,Millet,Clay,0.6
Coimbatore,16,8,20,23,8.11,14,77,21,12,26,11,13,25,70,Groundnut,Sandy,0.5
Coimbatore,8,13,5,22,7.6,24,78,12,26,29,27,25,35,72,Sugarcane,Red Soil,21.79
Coimbatore,14,8,20,23,8.16,15,86,26,27,12,11,19,25,54,Millet,Black Soil,0.61
Coimbatore,9,19,12,19,8.04,17,80,14,17,26,30,19,35,60,Coconut,Alluvial Soil,2.13
Coimbatore,16,19,15,7,6.66,23,80,19,26,12,17,16,35,75,Sugarcane,Laterite Soil,20.51
Coimbatore,20,22,12,7,7.14,11,89,15,18,26,27,26,25,56,Rice,Peaty Soil,2.02
Coimbatore,12,8,17,20,8.06,7,80,20,10,16,25,19,27,69,Sugarcane,Loamy,24.47
Coimbatore,18,16,6,11,7.82,15,86,26,13,25,28,29,32,51,Coconut,Clay,2.05
Coimbatore,19,19,17,22,7.22,6,75,13,13,21,21,17,35,72,Sugarcane,Sandy,23.11
Coimbatore,24,10,11,16,7.88,24,77,18,20,22,13,21,27,69,Mango,Red Soil,3.21
Coimbatore,15,19,5,9,8.38,12,81,17,11,11,21,24,26,66,Maize,Black Soil,1.08
Coimbatore,22,14,7,15,6.84,17,90,11,10,25,24,15,35,70,Maize,Alluvial Soil,1.31
Coimbatore,21,6,16,16,7.48,16,75,10,30,27,15,12,25,45,Groundnut,Laterite Soil,0.5
Coimbatore,20,21,21,20,7.37,13,77,11,15,12,30,19,29,48,Sugarcane,Peaty Soil,26.28
Coimbatore,8,14,11,21,7.61,5,86,30,12,15,19,25,29,68,Sugarcane,Loamy,23.78
Coimbatore,8,10,20,12,7.93,7,78,20,17,16,19,23,28,78,Rice,Clay,1.61
Coimbatore,22,21,22,18,7.61,23,81,20,18,14,24,18,26,73,Coconut,Sandy,2.02
Coimbatore,24,17,23,20,6.88,9,75,24,15,18,18,26,28,45,Rice,Red Soil,1.63
Coimbatore,7,20,17,19,7.63,24,88,20,27,11,15,25,29,57,Groundnut,Black Soil,0.58
Coimbatore,15,6,7,7,7.74,19,86,18,28,24,28,14,27,60,Maize,Alluvial Soil,1.3
Coimbatore,25,10,21,20,7.15,6,87,25,20,29,15,19,28,54,Groundnut,Laterite Soil,0.55
Coimbatore,19,7,11,16,7.88,7,73,16,22,14,11,19,32,64,Maize,Peaty Soil,1.17
Tirunelveli,38,37,33,32,7.44,39,57,39,35,30,30,34,30,55,Coconut,Loamy,3.06
Tirunelveli,33,34,39,31,6.79,33,56,30,45,35,35,40,28,59,Coconut,Clay,3.37
Tirunelveli,42,28,45,45,7.81,42,60,41,47,44,32,29,27,53,Groundnut,Sandy,0.79
Tirunelveli,41,44,39,47,7.58,29,60,39,35,41,29,37,33,80,Sugarcane,Red Soil,32.82
Tirunelveli,39,42,45,41,7.37,31,40,39,38,36,44,40,32,68,Groundnut,Black Soil,0.9
Tirunelveli,37,30,36,34,8.3,30,43,44,45,39,47,42,26,54,Guava,Alluvial Soil,5.65
Tirunelveli,34,38,36,32,7.75,48,52,37,43,42,30,47,26,52,Maize,Laterite Soil,1.78
Tirunelveli,43,46,46,48,7.32,38,44,39,36,44,31,44,24,71,Guava,Peaty Soil,6.64
Tirunelveli,46,42,34,35,6.56,33,47,32,30,43,35,34,33,67,Maize,Loamy,2.06
Tirunelveli,44,31,42,48,7.42,37,44,38,40,46,34,33,28,51,Sugarcane,Clay,41.18
Tirunelveli,48,46,41,32,7.82,44,46,45,41,29,42,40,33,78,Sugarcane,Sandy,39.85
Tirunelveli,45,48,44,33,7.76,37,53,48,48,35,38,47,29,65,Groundnut,Red Soil,0.88
Tirunelveli,30,39,46,29,6.9,29,43,30,37,45,39,31,27,55,Groundnut,Black Soil,0.77
Tirunelveli,46,34,36,30,8.35,36,54,37,43,30,29,30,26,66,Rice,Alluvial Soil,2.49
Tirunelveli,28,33,35,43,7.6,28,42,39,48,37,35,48,26,75,Maize,Laterite Soil,1.33
Tirunelveli,40,41,33,39,8.41,44,59,46,36,48,39,41,32,66,Maize,Peaty Soil,1.64
Tirunelveli,28,36,36,34,7.48,31,59,44,35,39,36,33,24,66,Maize,Loamy,1.57
Tirunelveli,39,41,36,33,6.99,31,52,40,48,36,39,32,29,48,Coconut,Clay,3.31
Tirunelveli,32,36,42,30,6.78,40,43,45,46,47,47,30,31,73,Mango,Sandy,4.98
Tirunelveli,29,46,45,45,6.82,47,47,41,48,33,49,38,30,66,Guava,Red Soil,7.15
Tirunelveli,31,39,32,29,7.29,46,52,36,40,49,47,49,30,65,Coconut,Black Soil,2.98
Tirunelveli,28,38,47,37,8.29,28,48,29,40,38,42,33,34,78,Rice,Alluvial Soil,2.14
Tirunelveli,44,28,43,31,7.63,34,43,38,39,41,49,35,26,54,Sugarcane,Laterite Soil,36.73
Tirunelveli,41,29,48,35,7.34,46,53,29,47,48,31,31,28,53,Rice,Peaty Soil,3.09
Tirunelveli,31,35,35,28,7.46,47,57,39,29,32,31,33,30,64,Millet,Loamy,0.83
Tirunelveli,43,32,36,41,6.59,48,44,33,39,46,49,45,26,63,Coconut,Clay,3.16
Tirunelveli,35,41,43,45,7.74,46,51,43,36,29,30,48,35,56,Rice,Sandy,2.76
Tirunelveli,34,35,40,47,8.38,44,41,48,42,37,41,45,25,52,Sugarcane,Red Soil,30.2
Tirunelveli,45,43,35,32,7.6,47,50,35,33,38,38,35,35,64,Guava,Black Soil,7.26
Tirunelveli,46,30,29,28,7.77,36,44,29,39,30,31,47,27,67,Sugarcane,Alluvial Soil,31.06
Tirunelveli,37,30,35,44,6.79,36,54,37,33,43,37,33,28,56,Groundnut,Laterite Soil,0.75
Tirunelveli,38,41,34,46,7.57,46,41,35,35,35,39,33,35,65,Sugarcane,Peaty Soil,39.13
Tirunelveli,33,34,39,43,7.6,43,53,37,32,37,36,30,26,71,Rice,Loamy,2.47
Tirunelveli,34,41,42,45,7.14,46,49,43,49,34,42,30,34,65,Coconut,Clay,3.42
Tirunelveli,45,33,45,47,7.75,30,45,37,46,46,44,46,27,54,Groundnut,Sandy,0.85
Tirunelveli,46,28,41,38,7.71,40,59,41,29,31,30,32,25,65,Guava,Red Soil,6.22
Tirunelveli,42,28,37,45,7.02,35,40,42,35,37,46,32,33,59,Groundnut,Black Soil,0.82
Tirunelveli,43,42,42,34,7.77,28,58,30,46,45,30,40,32,73,Rice,Alluvial Soil,3.1
Tirunelveli,39,43,32,48,6.65,45,59,35,42,32,45,42,25,70,Groundnut,Laterite Soil,0.65
Tirunelveli,41,29,42,48,7.43,37,43,32,33,46,35,46,30,72,Groundnut,Peaty Soil,0.71
Tirunelveli,28,38,28,46,6.88,46,48,43,42,36,41,36,24,64,Maize,Loamy,1.67
Tirunelveli,45,30,30,39,7.19,33,45,35,45,34,49,47,26,78,Coconut,Clay,2.44
Tirunelveli,37,31,47,32,7.38,39,47,39,42,41,35,35,29,79,Sugarcane,Sandy,37.6
Tirunelveli,37,30,40,45,7.79,42,40,47,41,40,46,34,33,49,Mango,Red Soil,4.01
Tirunelveli,29,43,47,44,8.14,38,41,39,29,45,38,33,26,68,Coconut,Black Soil,3.24
Tirunelveli,42,47,37,35,8.37,37,59,49,38,37,46,41,24,72,Mango,Alluvial Soil,4.29
Tirunelveli,29,30,39,28,7.95,30,54,40,38,41,45,32,32,56,Guava,Laterite Soil,5.82
Tirunelveli,32,39,38,29,7.03,29,43,46,37,42,35,35,32,63,Groundnut,Peaty Soil,0.84
Tirunelveli,46,37,36,31,7.39,48,43,41,31,45,44,35,32,72,Guava,Loamy,6.0
Tirunelveli,36,32,43,33,6.61,38,58,48,46,47,31,45,25,58,Sugarcane,Clay,35.54
Tirunelveli,28,39,46,33,6.86,28,46,44,48,30,40,34,29,64,Groundnut,Sandy,0.76
Tirunelveli,40,30,45,33,6.71,33,45,41,48,34,41,48,33,60,Coconut,Red Soil,3.69
Tirunelveli,34,29,47,34,6.65,46,40,38,35,37,48,37,35,75,Rice,Black Soil,2.29
Tirunelveli,30,41,42,38,6.67,33,46,44,32,42,45,40,35,66,Mango,Alluvial Soil,5.3
Tirunelveli,38,41,36,39,6.88,36,52,33,35,44,45,39,33,56,Millet,Laterite Soil,1.05
Tirunelveli,48,39,47,47,6.69,45,40,41,47,36,41,39,29,45,Mango,Peaty Soil,6.27
Tirunelveli,29,37,31,30,6.5,45,58,33,33,44,46,44,35,76,Millet,Loamy,0.65
Tirunelveli,40,33,47,43,7.27,39,54,49,48,35,36,45,35,58,Coconut,Clay,3.23
Tirunelveli,46,37,45,34,6.67,39,54,37,44,40,35,42,28,47,Mango,Sandy,5.64
Tirunelveli,46,33,38,43,7.21,44,52,38,42,30,38,35,24,53,Coconut,Red Soil,3.35
Tirunelveli,43,46,44,28,7.4,32,52,45,49,46,48,45,32,55,Groundnut,Black Soil,0.92
Tirunelveli,48,33,29,33,7.11,36,45,45,30,47,33,36,35,49,Coconut,Alluvial Soil,2.64
Tirunelveli,40,47,42,48,7.82,36,45,36,40,30,41,46,24,70,Sugarcane,Laterite Soil,38.83
Tirunelveli,35,31,41,30,7.26,42,60,43,33,49,41,40,25,45,Millet,Peaty Soil,0.76
Tuticorin,5,3,0,0,8.24,3,60,97,96,93,82,99,27,68,Rice,Loamy,1.58
Tuticorin,0,0,0,1,7.17,3,64,94,93,89,95,93,26,65,Guava,Clay,4.5
Tuticorin,0,0,0,6,7.55,0,70,82,83,88,94,88,30,48,Maize,Sandy,1.17
Tuticorin,0,0,8,0,7.22,1,62,93,91,96,100,95,35,75,Mango,Red Soil,3.05
Tuticorin,0,0,0,0,6.64,0,69,89,93,82,92,83,35,64,Rice,Black Soil,2.02
Tuticorin,0,0,6,10,8.48,0,63,89,93,86,88,92,29,59,Maize,Alluvial Soil,1.29
Tuticorin,0,0,8,6,7.27,11,72,84,100,90,86,90,31,53,Groundnut,Laterite Soil,0.52
Tuticorin,11,0,11,6,6.72,0,76,82,85,96,97,86,33,46,Groundnut,Peaty Soil,0.5
Tuticorin,0,4,0,0,7.4,0,68,96,89,82,96,85,26,49,Millet,Loamy,0.61
Tuticorin,0,9,0,0,7.03,9,74,84,95,85,90,100,31,58,Guava,Clay,5.16
Tuticorin,5,7,0,5,7.77,0,73,100,85,100,87,82,26,75,Sugarcane,Sandy,21.06
Tuticorin,0,6,0,9,8.05,0,65,98,93,89,84,83,24,78,Coconut,Red Soil,1.5
Tuticorin,6,2,0,0,6.56,11,64,92,85,82,100,83,33,63,Mango,Black Soil,3.7
Tuticorin,4,1,0,8,8.14,0,68,83,87,94,95,98,27,68,Groundnut,Alluvial Soil,0.5
Tuticorin,10,2,0,0,7.85,2,72,85,92,90,94,95,34,66,Coconut,Laterite Soil,1.9
Tuticorin,11,11,0,5,8.25,0,69,84,100,84,88,95,26,49,Coconut,Peaty Soil,1.89
Tuticorin,3,1,2,0,7.17,3,77,99,95,98,98,85,25,79,Rice,Loamy,1.51
Tuticorin,4,6,0,2,6.55,0,71,84,95,92,97,88,25,45,Rice,Clay,1.66
Tuticorin,8,0,6,7,8.1,9,75,82,96,88,89,92,35,58,Maize,Sandy,1.11
Tuticorin,0,2,0,0,6.81,7,75,83,84,99,88,95,35,68,Sugarcane,Red Soil,23.85
Tuticorin,0,6,6,0,8.08,11,67,96,93,84,92,99,26,65,Groundnut,Black Soil,0.5
Tuticorin,0,0,0,0,7.66,10,68,83,93,100,95,95,26,75,Mango,Alluvial Soil,3.05
Tuticorin,0,2,6,0,7.61,0,61,97,86,93,97,99,27,71,Rice,Laterite Soil,1.92
Tuticorin,5,10,5,0,7.44,0,66,99,99,97,87,100,34,47,Coconut,Peaty Soil,2.02
Tuticorin,9,8,11,3,6.98,2,74,97,97,95,85,90,29,59,Sugarcane,Loamy,26.29
Tuticorin,0,0,0,0,8.25,0,61,100,97,96,89,97,32,49,Sugarcane,Clay,24.0
Tuticorin,8,0,0,3,6.74,11,60,100,100,99,100,87,26,65,Coconut,Sandy,2.28
Tuticorin,4,3,0,4,6.83,11,76,85,86,97,95,91,29,61,Maize,Red Soil,1.34
Tuticorin,8,0,2,10,7.42,0,57,86,100,88,90,90,32,55,Rice,Black Soil,2.03
Tuticorin,11,3,0,0,6.88,7,69,82,96,93,85,87,34,53,Sugarcane,Alluvial Soil,27.65
Tuticorin,6,1,10,0,7.18,0,70,85,84,99,93,92,27,63,Guava,Laterite Soil,4.58
Tuticorin,0,4,0,4,7.09,6,69,90,87,89,90,100,25,57,Maize,Peaty Soil,1.22
Tuticorin,9,5,0,0,7.35,4,64,82,100,98,95,92,28,48,Coconut,Loamy,1.99
Tuticorin,9,4,2,0,6.74,0,70,95,87,82,93,88,35,57,Groundnut,Clay,0.5
Tuticorin,0,8,0,1,6.77,0,73,87,84,82,97,89,31,62,Groundnut,Sandy,0.61
Tuticorin,11,0,0,0,7.47,8,66,86,93,87,87,85,31,77,Sugarcane,Red Soil,24.0
Tuticorin,8,0,8,0,7.11,10,70,98,95,100,97,82,35,62,Rice,Black Soil,1.78
Tuticorin,2,8,0,5,8.45,0,60,100,82,93,100,91,27,48,Rice,Alluvial Soil,1.63
Tuticorin,11,6,0,0,8.4,0,63,99,82,91,96,100,35,55,Sugarcane,Laterite Soil,23.31
Tuticorin,0,0,3,1,6.73,1,77,82,85,89,98,100,31,77,Maize,Peaty Soil,1.29
Tuticorin,0,0,6,11,7.77,0,69,92,83,100,99,89,35,68,Sugarcane,Loamy,21.29
Tuticorin,10,0,0,0,6.76,0,61,100,87,85,87,89,31,52,Sugarcane,Clay,23.84
Tuticorin,9,1,10,0,7.26,2,60,83,97,97,87,100,24,75,Maize,Sandy,1.02
Tuticorin,0,0,9,4,7.26,0,73,96,100,98,93,93,33,75,Rice,Red Soil,1.88
Tuticorin,0,1,0,0,8.14,0,72,90,89,92,82,89,25,55,Coconut,Black Soil,1.82
Tuticorin,0,4,4,4,8.42,6,67,100,97,83,85,89,32,53,Rice,Alluvial Soil,1.59
Tuticorin,5,2,0,5,8.42,3,76,84,94,88,92,84,32,78,Coconut,Laterite Soil,1.6
Tuticorin,0,0,11,0,8.38,5,71,85,89,82,94,96,28,59,Mango,Peaty Soil,3.04
Tuticorin,8,11,0,0,8.29,0,74,86,100,97,87,85,25,72,Millet,Loamy,0.55
Tuticorin,5,0,0,5,7.31,2,73,98,89,99,87,89,31,50,Millet,Clay,0.7
Tuticorin,6,5,6,0,6.61,0,59,100,85,87,91,86,30,47,Mango,Sandy,3.66
Tuticorin,9,0,1,0,6.64,0,68,93,93,98,93,96,34,66,Mango,Red Soil,3.3
Tuticorin,0,8,0,0,8.25,0,71,93,96,90,82,94,27,78,Maize,Black Soil,1.01
Tuticorin,0,1,0,0,8.13,8,74,97,97,89,90,99,27,56,Millet,Alluvial Soil,0.55
Tuticorin,8,7,0,0,7.25,2,67,91,83,100,94,95,25,71,Rice,Laterite Soil,1.63
Tuticorin,0,0,0,0,7.76,0,66,94,100,89,100,93,25,46,Maize,Peaty Soil,1.0
Tuticorin,0,4,10,10,7.53,7,75,97,93,86,84,84,30,54,Mango,Loamy,3.48
Tuticorin,0,9,0,1,8.12,0,61,98,85,99,95,82,33,54,Sugarcane,Clay,22.82
Tuticorin,5,2,4,0,6.68,0,76,94,89,97,94,100,27,47,Groundnut,Sandy,0.5
Tuticorin,5,6,0,0,7.82,3,69,100,92,86,89,87,26,53,Millet,Red Soil,0.64
